"","nj","nyc","app_date_d","pre","post","storeid","chain_id","center","crimbox","crime","drugcrime","propertycrime","ged","empgap","white","black","remover","noncomplier_store","balanced","response","response_date_d","daystoresponse","interview","cogroup_comb","cogroup_njnyc","post_cogroup_njnyc","white_cogroup_njnyc","ged_cogroup_njnyc","empgap_cogroup_njnyc","box_white","pre_white","post_white","white_nj","post_remover_ged","post_ged","remover_ged","post_remover_empgap","post_empgap","remover_empgap","post_remover_white","post_remover","remover_white","raerror","retail","num_stores","avg_salesvolume","avg_num_employees","retail_white","retail_post","retail_post_white","percblack","percwhite","tot_crime_rate","nocrimbox","nocrime_box","nocrime_pre","response_white","response_black","response_ged","response_hsd","response_empgap","response_noempgap"
"1619",1,0,2015-02-07,1,0,517,74,129,1,0,0,0,0,1,0,1,1,0,1,0,NA,NA,0,74,23,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,501,4841.37724550898,15.9161676646707,0,0,0,0.0152473039925098,0.422089993953705,NA,0,1,1,NA,0,NA,0,0,NA
"1620",1,0,2015-05-21,0,1,517,74,129,0,0,0,0,1,0,1,0,1,0,1,0,NA,NA,0,74,23,23,23,23,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,501,4841.37724550898,15.9161676646707,1,1,1,0.0152473039925098,0.422089993953705,NA,1,0,0,0,NA,0,NA,NA,0
"1621",1,0,2015-06-02,0,1,518,74,128,0,1,1,0,1,0,0,1,1,0,0,0,NA,NA,0,74,23,23,0,23,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,501,4841.37724550898,15.9161676646707,0,1,0,0.0131313130259514,0.937373757362366,19.1132316589355,1,0,0,NA,0,0,NA,NA,0
"1622",1,0,2015-06-02,0,1,518,74,128,0,0,0,0,1,1,1,0,1,0,0,1,20296,NA,0,74,23,23,23,23,23,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,501,4841.37724550898,15.9161676646707,1,1,1,0.0131313130259514,0.937373757362366,19.1132316589355,1,0,0,1,NA,1,NA,1,NA
"1623",1,0,2015-05-21,0,1,519,74,129,0,0,0,0,1,0,1,0,1,0,1,1,20247,NA,1,74,23,23,23,23,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,501,4841.37724550898,15.9161676646707,1,1,1,0.0346938781440258,0.861904740333557,11.2242050170898,1,0,0,1,NA,1,NA,NA,1
"1624",1,0,2015-02-14,1,0,519,74,129,1,1,0,1,1,0,1,0,1,0,1,0,NA,NA,0,74,23,0,23,23,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,501,4841.37724550898,15.9161676646707,1,0,0,0.0346938781440258,0.861904740333557,11.2242050170898,0,0,0,0,NA,0,NA,NA,0
"1625",1,0,2015-05-13,0,1,519,74,129,0,1,1,0,0,1,0,1,1,0,1,0,NA,NA,0,74,23,23,0,0,23,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,501,4841.37724550898,15.9161676646707,0,1,0,0.0346938781440258,0.861904740333557,11.2242050170898,1,0,0,NA,0,NA,0,0,NA
"1626",1,0,2015-02-07,1,0,519,74,129,1,0,0,0,0,1,0,1,1,0,1,0,NA,NA,0,74,23,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,501,4841.37724550898,15.9161676646707,0,0,0,0.0346938781440258,0.861904740333557,11.2242050170898,0,1,1,NA,0,NA,0,0,NA
"1627",1,0,2015-05-21,0,1,520,74,129,0,0,0,0,1,0,1,0,1,0,1,1,20271,NA,0,74,23,23,23,23,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,501,4841.37724550898,15.9161676646707,1,1,1,0.138704314827919,0.581395328044891,11.2242050170898,1,0,0,1,NA,1,NA,NA,1
"1628",1,0,2015-02-14,1,0,520,74,129,1,1,0,1,1,0,1,0,1,0,1,1,20137,NA,0,74,23,0,23,23,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,501,4841.37724550898,15.9161676646707,1,0,0,0.138704314827919,0.581395328044891,11.2242050170898,0,0,0,1,NA,1,NA,NA,1
"1629",1,0,2015-02-07,1,0,520,74,129,1,0,0,0,0,1,0,1,1,0,1,0,20201,NA,0,74,23,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,501,4841.37724550898,15.9161676646707,0,0,0,0.138704314827919,0.581395328044891,11.2242050170898,0,1,1,NA,0,NA,0,0,NA
"1630",1,0,2015-05-13,0,1,520,74,129,0,1,1,0,0,1,0,1,1,0,1,1,20222,NA,0,74,23,23,0,0,23,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,501,4841.37724550898,15.9161676646707,0,1,0,0.138704314827919,0.581395328044891,11.2242050170898,1,0,0,NA,1,NA,1,1,NA
"1631",1,0,2015-05-06,0,1,521,74,140,0,1,0,1,1,0,1,0,1,0,0,1,20229,NA,1,74,23,23,23,23,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,501,4841.37724550898,15.9161676646707,1,1,1,0.0906735733151436,0.689119160175323,17.9018974304199,1,0,0,1,NA,1,NA,NA,1
"1632",1,0,2015-06-02,0,1,521,74,140,0,0,0,0,1,1,0,1,1,0,0,1,20266,NA,0,74,23,23,0,23,23,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,501,4841.37724550898,15.9161676646707,0,1,0,0.0906735733151436,0.689119160175323,17.9018974304199,1,0,0,NA,1,1,NA,1,NA
